session_id,event_timestamp,event_type,userid,product_id,category_id
7e1b48e8-8c58-11ea-b537-000000000003,09/07/2016 12:57 AM,add_to_cart,fae1bc18fc44fd9a65149ceefe83811f,2f8074adf7fe41641ddf0df320e6a7bb,moveis_decoracao
7e1b4bf6-8c58-11ea-8344-000000000000,12/10/2016 03:41 AM,remove_from_cart,b74c99719fb1dbeec40d25847236e488,9cd9443e9002f8be88682ef102d771c1,esporte_lazer
7e1b4f06-8c58-11ea-8ae9-000000000000,09/06/2016 09:40 PM,view,071c264041baabae3785b47968d96ff3,7403af89b9c7d9c9eb4e5b25b5d492bd,brinquedos
7e1b5214-8c58-11ea-aa42-000000000001,11/10/2016 06:09 AM,remove_from_cart,6e3fa438b107fb7c1bf375620936f34c,31ec3a565e06de4bdf9d2a511b822b4d,beleza_saude
7e1b564c-8c58-11ea-b19b-000000000004,12/23/2016 04:20 AM,add_to_cart,288afe31ee5049731be93138431905a4,c58cd8096523799b3ac1be7952c92b76,construcao_ferramentas_construcao
7e1b598c-8c58-11ea-bcc6-000000000006,09/09/2016 06:38 PM,add_to_cart,012614499e669f2afb78750ab13273c9,3c79c623b50ffefacfc19d28091d4ddc,informatica_acessorios
7e1b5ca2-8c58-11ea-a440-000000000001,09/25/2016 07:29 PM,view,b0aea781ac94147b3daee7b765801f32,dce7d5964fd84b401af7d9369a9df643,beleza_saude
7e1b5fb8-8c58-11ea-aebf-000000000000,12/01/2016 10:21 PM,view,db33548a973e1a93d3e7a6e599951336,de1aba30fa0ac366af9ced2db1b964a2,informatica_acessorios
7e1b62ca-8c58-11ea-9c27-000000000003,10/08/2016 11:48 PM,remove_from_cart,e15b9252f5d59b7d2ad00f01909ad1ae,abff09d5c554ab5e3c1180a55635dca3,moveis_decoracao
7e1b65d0-8c58-11ea-ad52-000000000007,10/01/2016 01:40 AM,remove_from_cart,744b745c7c394ba4497c665277bc866b,ee09ee7eb35b51192aee2dcdeea4286f,cama_mesa_banho
7e1b68da-8c58-11ea-8c4a-000000000002,12/30/2016 02:48 AM,purchase,d2cb39d47ea1d44d4fdcd3f16801a9c8,d22a5221a26ff421ad353360421f799a,informatica_acessorios
7e1b6be2-8c58-11ea-be26-000000000004,11/15/2016 09:54 AM,add_to_cart,437c6e906ba1e09eacb6d28d1de3f061,a1e8d472af4a2704d41604cff9eeaaa5,beleza_saude
7e1b6eec-8c58-11ea-87c5-000000000005,09/17/2016 08:50 PM,view,7d1024357831521669fd088bf020652f,fed2dca7ba471a3942a070e00ae17381,beleza_saude
7e1b71fa-8c58-11ea-9073-000000000004,09/12/2016 06:48 AM,purchase,fca741e95dd4f6e819bf0b52f5db1c51,45804253761d5c941dda4383a2b35e8d,relogios_presentes
7e1b750a-8c58-11ea-a9ee-000000000006,11/28/2016 10:40 AM,remove_from_cart,da0da702d34fb95a5be2d516996d6082,fccd4d9159e9566d6c8708ffd6af7aa4,fashion_bolsas_e_acessorios
7e1b781e-8c58-11ea-8679-000000000001,11/18/2016 07:59 AM,add_to_cart,87098d76b83db407855da8e9d303f041,576b0f2b5001819adda7c2512b9f69b9,utilidades_domesticas
7e1b7b36-8c58-11ea-89bb-000000000006,11/19/2016 01:32 AM,purchase,99d24bc37b036ea1d3126f00f198151a,00c1e6d55fe174bfbb179257255e49bb,utilidades_domesticas
7e1b7e3e-8c58-11ea-9e86-000000000000,10/11/2016 09:27 PM,remove_from_cart,c01049464a5cc7c9e476ec5bfb6dbd4c,abb9d7140478c19fd773dc14e8071abd,brinquedos
7e1b814c-8c58-11ea-874b-000000000005,11/19/2016 07:12 PM,remove_from_cart,40da7436fa784c91abb13730ee83d8cc,42fe4aefc7e8a45dd96a59af81dd3fef,cama_mesa_banho
7e1b8452-8c58-11ea-8476-000000000001,11/12/2016 12:37 AM,purchase,fc39afc06082ea33d82e5c4b4c6e94d5,a2a61ecd4e916c3ff787c137d23957bb,esporte_lazer
7e1b8750-8c58-11ea-924e-000000000005,12/19/2016 04:19 AM,add_to_cart,2425346e1432c9bd532f5b39bc94763b,3a58b2c6aa002adafb77ac772f768975,beleza_saude
7e1b8a52-8c58-11ea-b952-000000000008,11/19/2016 04:43 PM,remove_from_cart,0cb626f6bb027482159790ab08643c1b,bb5c167b9d0732488b3b5a0b173cc41d,esporte_lazer
7e1b8d52-8c58-11ea-b2c2-000000000003,09/04/2016 05:45 PM,purchase,1379a4317cf069d7e8bbb40a7330d02d,bdf89d6a5ed033f3e4fb1266fc445f81,moveis_decoracao
7e1b96a6-8c58-11ea-92ae-000000000007,09/23/2016 04:53 AM,view,64e00c48e9852f20e8be89c82e103c8f,db0b761c0a07642146c6df824bb8789a,utilidades_domesticas
7e1b99f8-8c58-11ea-b5ea-000000000007,10/06/2016 11:35 AM,purchase,b3e43e654b4d35baf3840feca1135f85,51b0fbc0001335d988588a43455a7514,ferramentas_jardim
7e1b9d1a-8c58-11ea-a0a8-000000000008,11/06/2016 01:40 PM,remove_from_cart,41822338d50653aa6e9dea52ce5b947e,06a2ab007679c70b21a1123749c09719,cool_stuff
7e1ba02c-8c58-11ea-8cd3-000000000006,09/11/2016 01:52 AM,add_to_cart,ca5a8d53f43c28c976ee6a54bb66d2e9,b23ede14b480ecd0dbb08e2406b3a206,moveis_decoracao
7e1ba33a-8c58-11ea-9353-000000000004,12/11/2016 05:16 AM,purchase,96679434c6a876d506bec9d1d1dda7b4,b0cdc9ffc6cccfbf62da25a0d63c2d74,cama_mesa_banho
7e1ba658-8c58-11ea-8dd3-000000000009,12/12/2016 03:11 PM,view,83515b26846c0c6375ce1d237e5f8bf8,95ddb6784d69952b116fd5bb2408b788,eletronicos
7e1ba96e-8c58-11ea-a506-000000000001,12/10/2016 08:00 PM,add_to_cart,7b0e5d9d1949bce0504d928d8897dead,4bf1085a4e87e45ed67e38cb78186634,beleza_saude
7e1bac7a-8c58-11ea-aa65-000000000005,09/28/2016 09:46 AM,add_to_cart,83995b06f96e8a3f6dc6711cfd0c261a,4b4cf4c7dcef27edc5dcfd5b9ea611c0,utilidades_domesticas
7e1baf86-8c58-11ea-bf22-000000000001,12/24/2016 09:41 AM,purchase,75a3c1d35f4802ac7cc516e316823201,c4b21b551ef498a942996724f6f82695,ferramentas_jardim
7e1bb28c-8c58-11ea-9ea4-000000000005,10/01/2016 06:12 AM,purchase,c0c57d5e694be4512af66525fad54068,7e379a08c85d252d34cebabb06388698,casa_construcao
7e1bb594-8c58-11ea-bacd-000000000001,10/09/2016 03:48 AM,add_to_cart,94a11bc09eae9dd2cb87ae221efcc0a3,813e0977846de5206007de2bb18e44ba,informatica_acessorios
7e1bb90a-8c58-11ea-bf84-000000000001,12/19/2016 08:41 PM,remove_from_cart,6a6db33845bd12ddaa6a5a400bde9af1,19d97e807df39d7af6311ba423eaecc3,eletronicos
7e1bbde8-8c58-11ea-8324-000000000009,11/19/2016 02:45 PM,remove_from_cart,6f17e84649c1fc41389c1a628f8926b4,fb8e60e1a3c247d3a2e17f6986e71a40,papelaria
7e1bc12c-8c58-11ea-a339-000000000007,12/19/2016 04:31 AM,add_to_cart,68466ebea66e12e3c083349b1604aa5c,10b930e4c15b5f8e6b7c8c7e17ac776b,moveis_decoracao
7e1bc492-8c58-11ea-b892-000000000009,12/27/2016 09:37 PM,remove_from_cart,96fbed57e4c6f8cb99a08219815ffc94,4b96786612ebe7463132fce2c4dca136,utilidades_domesticas
7e1bc8ca-8c58-11ea-901f-000000000006,11/03/2016 02:37 AM,purchase,910a3a50acd58e3d700e8e0860524a42,bb72e3bc2b09ab0edf7fc724639afafd,esporte_lazer
7e1bcdd0-8c58-11ea-a2ab-000000000007,11/17/2016 09:02 PM,add_to_cart,abd1cbc79c4a8e29986772e6ac493431,558180406ec5ec2f77e01f2807180c20,moveis_decoracao
7e1bd2e2-8c58-11ea-a106-000000000006,10/07/2016 06:00 PM,remove_from_cart,da8254447ce1ed8a5c494ee4a8929380,b0b7beef8fa67d157bf514f3ee1ad5d3,cama_mesa_banho
7e1bd830-8c58-11ea-9294-000000000008,09/25/2016 07:02 AM,remove_from_cart,4ed6dff46316b8f7e80d1972f27ca39f,d548fb64c4bf0a142c3f314398be477a,malas_acessorios
7e1bdcac-8c58-11ea-95d5-000000000001,12/01/2016 10:27 AM,purchase,7ededb8426467b84329d3114a37d81a3,5f61715df376d28bae7088fde14894e9,brinquedos
7e1be08a-8c58-11ea-b527-000000000002,09/14/2016 10:08 AM,add_to_cart,16c2faba7cd51b4d08e6ae4bf0519bb4,a5f4a44a6b2871128407dc666bfff66b,perfumaria
7e1be476-8c58-11ea-b78e-000000000001,11/18/2016 06:39 AM,purchase,59fa7d7e5891ef0ae8c16602e5069137,a142a106133a43bc55573a6a77be9d57,papelaria
7e1be750-8c58-11ea-95ee-000000000003,09/07/2016 04:00 PM,view,ece45a6aeed26e33111358b94199ded3,f4507b5a3e43bf8841e3c0a0b3348fa0,cama_mesa_banho
7e1beaee-8c58-11ea-bf3d-000000000001,11/05/2016 03:10 AM,remove_from_cart,e45c89d18c5c4e8a85e2e2d38f32f66b,f9af3e675a59ac5c74736e8f6e501f6b,eletroportateis
7e1bef54-8c58-11ea-983e-000000000005,12/24/2016 07:38 PM,purchase,dcdeaf0a071eea7ff02e0c03f30ada78,94b0bb57e5cc458656fd7ae6b806f5a7,beleza_saude
7e1bf46e-8c58-11ea-8d40-000000000001,10/10/2016 03:42 AM,view,d8e3ec6f72c06bf9757ff9020f739ec8,885d15f0bcf8b27f592327ee58f0fcf1,esporte_lazer
7e1bf930-8c58-11ea-9521-000000000003,10/24/2016 09:42 PM,remove_from_cart,498e9119de4db24f0d6414bcf6cac414,2216232cbfdfdc984d20cd53acb7aba8,moveis_decoracao
7e1bfe18-8c58-11ea-8642-000000000005,10/08/2016 08:58 PM,remove_from_cart,0120f40c1cfb22b538c7f78c8b5265dd,8705992a02b96945da8236fe126feca8,instrumentos_musicais
7e1c02ac-8c58-11ea-a13d-000000000009,12/05/2016 11:31 AM,view,acbb93f4802582a3ecc54a0934a8ab2e,b5b1ef3701c288dedcb700f5cd3061f2,papelaria
7e1c0808-8c58-11ea-94cb-000000000005,12/24/2016 11:36 PM,add_to_cart,71c26c2af249aee0282d9611b86a2b0d,e0714d4d2e52b1fbc8e851dac210333a,bebes
7e1c0d7e-8c58-11ea-9801-000000000002,12/01/2016 02:35 AM,purchase,6ce9be1e2024d2907bb96906d3cad9d2,7e31015e42f00d4170f63e2c37d55818,automotivo
7e1c12a8-8c58-11ea-8b04-000000000001,12/29/2016 09:54 PM,remove_from_cart,0fb28a40a032e249f0b00058b4f82e68,d73cb8d2ba92e4828e16cb9e39f81dd6,utilidades_domesticas
7e1c17d2-8c58-11ea-b30b-000000000009,11/03/2016 11:58 PM,view,5d237d05c54ae63473ce7907d9807309,7942dc4e2a8873cc25cf1c5dc6036390,construcao_ferramentas_jardim
7e1c1cae-8c58-11ea-91e3-000000000000,11/18/2016 01:22 PM,remove_from_cart,8e7acd795f393bba117941db9fbbe18d,839d890a7312912b071c1d864b8faf0a,industria_comercio_e_negocios
7e1c21a4-8c58-11ea-9965-000000000003,10/04/2016 04:01 PM,add_to_cart,6cabfb7c68f8f61e3363df84fcdbc2fb,bb6f30a0d7b5ea35ae9e052d52324002,beleza_saude
7e1c249c-8c58-11ea-9528-000000000006,11/12/2016 03:48 AM,view,ce91506113fa0e838414655b4a2cd79c,f18333439cbbfd0ae30acf09ae09c0f0,cool_stuff
7e1c2738-8c58-11ea-8b16-000000000003,12/22/2016 06:26 PM,add_to_cart,cb4f601a5eebf94e41b2bfc80cbc8e62,ce4958776b3721723edac6bd9a05e833,moveis_escritorio
7e1c29d4-8c58-11ea-a805-000000000002,11/14/2016 09:40 PM,purchase,569ef6938859704a30e858454ac884c6,23930a256cb06e683cbceb246221290a,papelaria
7e1c2c64-8c58-11ea-93dc-000000000007,11/28/2016 11:31 PM,add_to_cart,86026411ceb03f946a2ee941191ee906,ea4802c51ff32d5122f8a282f1ebc730,beleza_saude
7e1c2eec-8c58-11ea-98ae-000000000004,11/23/2016 09:15 AM,purchase,eb31f299c1cf5985343718bad2277eff,d8bbf40bf0360a6149a9ae34eb0ac7e1,
7e1c3182-8c58-11ea-8f50-000000000008,09/11/2016 04:26 PM,add_to_cart,507d1024879edd1c023eaad3cc4392fc,e6407038bf83e03733094f3d6e3f92f6,esporte_lazer
7e1c340c-8c58-11ea-af79-000000000008,09/05/2016 04:58 PM,add_to_cart,4aaabb1804dce1f958d0c033bcf77517,5ac3db3f4250d6add6afca7518ea7ed9,brinquedos
7e1c3698-8c58-11ea-b19d-000000000005,10/16/2016 12:47 AM,add_to_cart,9bc4a258f344f7de44ca841d25a497fd,75a0da72d64d961e5ad456641416fa20,moveis_sala
7e1c39f8-8c58-11ea-8e33-000000000006,12/26/2016 09:22 PM,view,b04387f66716ae227cca39f8ad86ddf9,db729c4310411c0be04a91785f063ea8,papelaria
7e1c3dbe-8c58-11ea-89af-000000000009,12/21/2016 01:41 PM,view,1eee711cd48373bb11282229f1b042b2,5b736e2bc208fe225a4f3da85e5dc63d,malas_acessorios
7e1c415e-8c58-11ea-b249-000000000005,12/10/2016 05:36 PM,add_to_cart,ccf255b29886e51b62641549f3c2d9ce,f6e0b7ccc34e4decc1b855f8da06a5fc,moveis_escritorio
7e1c4512-8c58-11ea-b354-000000000009,09/07/2016 11:27 PM,view,288223ca4ff3435a01a015f18fccc873,4466f429e81266e99d1935267aa13329,esporte_lazer
7e1c4900-8c58-11ea-89c3-000000000002,11/06/2016 07:18 AM,remove_from_cart,eab17ddda36cb27ac825d56bcd269a0f,8705992a02b96945da8236fe126feca8,ferramentas_jardim
7e1c4c88-8c58-11ea-9db4-000000000000,11/09/2016 10:20 AM,purchase,03484d8666a3cecf775ab6eeca4576ec,1e17a95099678da4cd4479d4c5b8f391,moveis_decoracao
7e1c4f18-8c58-11ea-9250-000000000002,09/07/2016 09:43 PM,remove_from_cart,7b7e1565386ae5a382118296494338ab,77ff4f618d7c0d6b442ecdf5f02f6a74,beleza_saude
7e1c51a2-8c58-11ea-a1eb-000000000005,09/25/2016 10:27 AM,remove_from_cart,3f06ef7f5b8c9a1dd71b3d55a7e7b420,9a046f988c3d7d4bf592c4f7cb40bf01,esporte_lazer
7e1c541e-8c58-11ea-8ba3-000000000002,10/15/2016 11:57 PM,add_to_cart,26f548cf7e36c8ff56020cc845f5df8c,d4054e35590015074c0169822b82424e,cama_mesa_banho
7e1c56a6-8c58-11ea-bdda-000000000002,12/28/2016 08:21 AM,remove_from_cart,1c6f44e4eb63d6a08b1a44ab8aa0d932,ff7fccf8513f360157f0660fe51d1d88,informatica_acessorios
7e1c5d5c-8c58-11ea-9d79-000000000005,11/14/2016 12:00 PM,add_to_cart,624ff38a85516b8f5227adb0ec3b7c2b,b78e60782639ac84cb18289231041577,informatica_acessorios
7e1c6034-8c58-11ea-9705-000000000005,11/11/2016 01:56 PM,view,0f676b631c8e3fe6fa181071d0a6bcfd,8f0dd49f703d5aae900050bc55ea913e,perfumaria
7e1c62dc-8c58-11ea-9426-000000000002,11/13/2016 10:42 PM,view,13fb43880f01c5169ed9b4fedf122823,fc831da5307b1a3e23ed0259a2b6b2a1,esporte_lazer
7e1c656e-8c58-11ea-999b-000000000006,10/11/2016 09:41 PM,purchase,647535c47e49dbf4e21ee0c3c2ddd2ac,de617af7dcabcd4b1eb8855381250940,cool_stuff
7e1c67f4-8c58-11ea-98ed-000000000007,09/26/2016 10:19 AM,purchase,0bd3f14716a8cac2b946dacd0a543d92,80665d04b7d8216835a0ad52625c7039,perfumaria
7e1c6b94-8c58-11ea-8bdd-000000000007,09/26/2016 06:01 PM,purchase,819723cfaf6c94d3b950c01ed2c3913e,a9bd39d11fe4d2d378c44eee9b11d9ce,ferramentas_jardim
7e1c704a-8c58-11ea-aede-000000000006,09/28/2016 01:37 AM,purchase,843b211abe7b0264dd4a69eafc5bdf43,a896b01f0fb94712f1e92bf9b0ebbe0e,ferramentas_jardim
7e1c74c0-8c58-11ea-b655-000000000005,10/08/2016 08:10 AM,add_to_cart,4219fc0a46a049c6090d77dc8fd20927,89e53f7e4890b10cd3fabafe0e4c2989,moveis_escritorio
7e1c7906-8c58-11ea-bc4b-000000000000,09/24/2016 11:21 PM,view,d37b279f2460117555674ab42f173063,35ebf08a93899d44e756809e11b14754,esporte_lazer
7e1c7bc2-8c58-11ea-a8eb-000000000005,11/07/2016 09:59 PM,view,279246d51b1893f587b029deda8c048c,c0315bd17c58be3dec2bd04dd4233b7e,brinquedos
7e1c7e4a-8c58-11ea-831f-000000000009,12/27/2016 02:47 PM,add_to_cart,35cba8240cff7a8485121c06c306f534,1a2ece70966710dec441aa587993b5b4,pet_shop
7e1c80d0-8c58-11ea-9b01-000000000009,12/10/2016 12:20 PM,view,ebcc16a6177788b667355688a7ab5ed6,1ac09f60f3c3bc2021c637ef23fa3248,
7e1c83b0-8c58-11ea-ba0c-000000000005,10/11/2016 09:42 AM,view,ad19729359871232cb5b33a9fabc1793,c105ffe5631ecf052dd611db3693968f,beleza_saude
7e1c8728-8c58-11ea-9f95-000000000006,11/13/2016 04:57 AM,remove_from_cart,a3c533904faf44cf25459facb55526f7,0b60c390c7176d836fa228baa164af0d,fashion_bolsas_e_acessorios
7e1c89c6-8c58-11ea-b20c-000000000000,12/28/2016 12:20 AM,remove_from_cart,c2ea07497b125b9839363147879118ef,5dec2dcbfce3ac5801e5ce0d2a0943f2,malas_acessorios
7e1c8cc6-8c58-11ea-a14c-000000000003,10/07/2016 08:50 AM,add_to_cart,6ff1ce1223fc24d2a1e47c4f93c3ebfc,d2239567438e335a463191a43f2f02ff,brinquedos
7e1c8fd2-8c58-11ea-a716-000000000001,11/05/2016 08:29 PM,add_to_cart,a946afba89f43c82cb53210137f23ac1,5861173d9af66445f070078cfc29a597,perfumaria
7e1c9276-8c58-11ea-87d9-000000000007,11/14/2016 12:59 PM,view,c27551ee8aaa9cb6aaf2eafc91c6ecc1,1f49bc80950157ddb33dfad044f20be7,cama_mesa_banho
7e1c950c-8c58-11ea-9e03-000000000001,10/21/2016 11:12 PM,purchase,adbc189e955a3bf544172851c2160b1e,84dd5aaecdb39b406c39de952b13f394,bebes
7e1c979e-8c58-11ea-885c-000000000002,12/21/2016 07:08 AM,remove_from_cart,b71118b9a56b7671a08f7d317fe361c5,2832d1160e92db454ee431f0d5250777,automotivo
7e1c9a18-8c58-11ea-870c-000000000009,12/22/2016 08:41 AM,purchase,7415631c940daa565d091e2222de565d,5a41b34fa72eb9c57130a1e6265b344a,papelaria
7e1c9c9a-8c58-11ea-bcdd-000000000009,09/27/2016 03:37 AM,remove_from_cart,30cd9604d86792fe87c3b31912998520,7a8f85eacf670d2cae7b679ac8b7af8b,cama_mesa_banho
7e1c9f28-8c58-11ea-a1db-000000000003,10/24/2016 11:45 AM,add_to_cart,6a72b0e91fbb821cdade717f5899a67f,01a9707790aab6855a6438b92c4c396b,cama_mesa_banho
7e1ca1ac-8c58-11ea-bab2-000000000003,12/26/2016 03:51 PM,remove_from_cart,3eab24a1a33e742785f4f5b3360dc89b,367dd13835e78ce371a3e7ed449a1d26,esporte_lazer
7e1ca426-8c58-11ea-8648-000000000006,10/17/2016 01:11 AM,add_to_cart,1df222087ffead2c284860cfbd77353c,689c51a11e9c5daefc1f9b0782e28fcf,cama_mesa_banho
7e1ca6ac-8c58-11ea-919c-000000000006,11/05/2016 06:33 AM,view,262a2c7552af9c0cbf2de8caf2daba7f,7c6456ce44e4a343711f66c893e3e8fd,bebes
7e1ca934-8c58-11ea-8849-000000000008,11/14/2016 07:23 AM,add_to_cart,b479b903bae1c3a6c9d5c541352c10e9,6b20221ff09d73c64c77d9d934b9904c,fashion_bolsas_e_acessorios
7e1cabe2-8c58-11ea-a099-000000000006,11/21/2016 03:59 AM,add_to_cart,d93762da7e60d37f9d0293356feadba2,e6a1ff3552ba3305c1cf0a4dde50347f,eletroportateis
7e1caf24-8c58-11ea-9016-000000000001,12/01/2016 02:56 AM,view,9982795598ae2714885ecb26b4247fda,30de9bc2bc110c6a584cacba9c17d88a,esporte_lazer
7e1cb1ba-8c58-11ea-bbe3-000000000005,09/10/2016 10:59 PM,view,575208314408a44ef88dc470406e361c,38a3b0c53acb7f9b75ba80fa1c597219,cama_mesa_banho
7e1cb452-8c58-11ea-9636-000000000008,12/23/2016 02:29 PM,add_to_cart,f3f0e613e0bdb9c7cee75504f0f90679,30048c2138eb22aebd13d31c07ba226b,moveis_sala
7e1cb702-8c58-11ea-a02b-000000000004,11/25/2016 04:22 PM,purchase,fb86836eceb4ad5ed851ad516492992d,7983db6d188350c1bd47183bb7fb0049,brinquedos
7e1cbbb8-8c58-11ea-a449-000000000000,11/27/2016 12:01 PM,purchase,44b521ae63ec470874a89c37fcea4c6a,399f54c06661d06ca45c6e24ed238e0e,eletronicos
7e1cbf8a-8c58-11ea-bff8-000000000005,09/27/2016 08:30 AM,remove_from_cart,99dd58a09716d7329e3aea07aa5477c3,de68fdc66141ead95fd569f01245e523,beleza_saude
7e1cc3a6-8c58-11ea-8716-000000000006,12/13/2016 02:18 PM,view,3499bb8409c2d9e2a4aca403d60d4a15,cd6d8b8b983f406dd1b95e3c1bf8a8a5,cool_stuff
7e1cc7ca-8c58-11ea-8a1a-000000000009,10/29/2016 08:47 AM,add_to_cart,3b41c227f0aab28df35653b181a497da,e039dcab487fb6c6901fcc65bfa82593,moveis_sala
7e1ccbec-8c58-11ea-bd48-000000000009,12/29/2016 09:32 AM,remove_from_cart,9db08b65ed1fe7d2b75183335b666857,b018c22a201761d4890a4a33ba8f0633,bebes
7e1cd028-8c58-11ea-870b-000000000002,11/05/2016 03:07 PM,view,3ec12082c31cb22827d131a68d8578be,04fa587378a8e74c3b0acc00efecc93e,utilidades_domesticas
7e1cd476-8c58-11ea-b8ed-000000000005,09/29/2016 09:25 AM,remove_from_cart,fe9dda7284a8e2bcba116b9ec263b46e,aac08ad85d954dfe44e572ad1012d4ed,livros_tecnicos
7e1cd8fe-8c58-11ea-8020-000000000000,12/28/2016 11:54 AM,view,cdb128471a62ef514b60f6f40a15d35c,33fca9d59532dd4c191217a979346ab9,pet_shop
